microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
9960,-0.511,-0.013,0.851,-0.61,-30.212,-2.258,-2.142,32.443,0.928,3
9991,-0.51,-0.862,-0.135,2.991,0.244,-24.414,-98.223,30.839,-59.42,3
10050,-0.455,-0.044,0.869,0.549,-30.151,1.099,-2.148,29.85,0.456,3
10097,-0.472,-0.88,-0.109,1.831,-1.16,-28.931,-97.806,28.405,-60.09,3
10139,-0.394,-0.018,0.921,-0.549,-30.945,0.061,-2.043,27.026,0.22,3
10244,-0.366,-0.045,0.949,-0.916,-29.663,0.305,-2.049,23.967,-0.11,3
10292,-0.399,-0.924,-0.111,2.563,-0.427,-29.175,-96.976,22.78,-61.452,3
10364,-0.342,-0.039,0.973,-1.526,-26.001,1.221,-2.06,20.962,-0.313,3
10382,-0.348,-0.945,-0.098,3.113,-0.366,-26.428,-96.592,20.099,-62.111,3
10440,-0.301,-0.028,0.97,0,-17.822,0.122,-1.967,18.369,-0.615,3
10489,-0.305,-0.956,-0.103,2.075,0.916,-24.475,-96.24,17.787,-62.924,3
10544,-0.265,-0.056,0.96,-0.549,-16.052,0.549,-2.005,15.996,-1.033,3
10576,-0.276,-0.958,-0.11,2.014,0.061,-21.729,-95.927,15.897,-63.605,3
10664,-0.226,-0.029,0.939,-0.488,-24.597,0,-1.983,13.557,-1.274,3
10682,-0.238,-0.966,-0.093,3.235,0.061,-22.888,-95.592,13.585,-64.297,3
10754,-0.181,-0.032,0.93,-0.305,-27.893,0.916,-1.956,11.052,-1.571,3
10786,-0.194,-0.963,-0.088,3.235,-0.488,-24.536,-95.235,11.277,-64.957,3
10860,-0.132,0.003,0.956,-0.732,-25.635,0.061,-1.956,8.366,-1.719,3
10876,-0.152,-0.979,-0.077,2.991,0.61,-22.156,-94.933,9.014,-65.55,3
10964,-0.089,-0.031,0.948,-0.183,-20.752,0.305,-1.917,5.927,-2.049,3
10983,-0.098,-0.973,-0.088,2.502,0.061,-20.081,-94.625,6.85,-66.341,3
11070,-0.044,-0.008,0.927,-1.038,-22.827,2.014,-1.967,3.571,-2.175,3
11079,-0.072,-1.01,-0.068,1.77,-0.366,-27.1,-94.367,4.785,-66.808,3
11177,-0.021,-1.045,-0.075,1.587,1.404,-28.931,-94.164,2.219,-67.473,3
11190,0.015,-0.006,0.94,-1.038,-22.278,1.221,-1.994,0.934,-2.225,3
11279,0.058,-0.029,0.983,-1.16,-17.212,2.747,-2.038,-1.857,-2.324,3
11284,0.021,-1.054,-0.068,1.587,-0.977,-25.391,-93.939,-0.286,-68.143,3
11371,0.057,-1.015,-0.061,1.038,0.244,-23.376,-93.697,-2.521,-68.785,3
11429,0.086,0,0.935,-1.709,-15.015,0.916,-2.005,-4.125,-2.368,3
11477,0.094,-1.022,-0.075,0.977,-1.404,-21.912,-93.527,-4.664,-69.598,3
11533,0.128,-0.053,0.951,-1.587,-13.55,2.441,-2.06,-6.422,-2.565,3
11567,0.117,-1.015,-0.059,1.831,-2.991,-21.057,-93.323,-6.812,-70.219,3
11578,0.161,-0.036,0.989,-0.977,-17.212,3.296,-2.159,-8.806,-2.466,3
11687,0.145,-0.997,-0.047,4.028,0.977,-22.4,-93.082,-9.08,-70.889,3
11714,0.207,-0.022,0.976,0.732,-18.982,0.427,-2.164,-11.25,-2.444,3
11774,0.252,-0.064,0.978,0,-17.151,1.77,-2.181,-13.733,-2.51,3
11776,0.195,-0.984,-0.057,2.197,-1.343,-22.766,-92.818,-11.42,-71.625,3
11865,0.289,-0.006,0.938,-1.16,-12.939,4.333,-2.258,-15.787,-2.203,3
11867,0.238,-0.993,-0.027,3.662,-2.991,-22.4,-92.554,-13.442,-72.037,3
11984,0.334,-0.027,0.961,0.061,-21.179,-0.671,-2.164,-18.27,-2.109,3
11990,0.275,-0.973,-0.038,2.991,1.648,-23.376,-92.06,-15.848,-72.647,3
12062,0.315,-0.945,-0.032,1.892,0.244,-21.912,-91.769,-18.611,-73.361,3
12075,0.381,-0.054,0.969,0.427,-19.409,0.244,-2.203,-20.671,-2.098,3
12167,0.342,-0.937,-0.015,7.019,-0.793,-21.24,-91.5,-20.709,-73.943,3
12179,0.39,-0.02,0.928,0.61,-15.503,1.221,-2.236,-22.736,-1.901,3
12269,0.428,-0.033,0.864,0.732,-17.151,0.427,-2.175,-24.983,-1.802,3
12273,0.375,-0.914,0,2.991,1.282,-29.968,-91.121,-22.994,-74.652,3
12361,0.421,-0.926,-0.013,2.808,-2.319,-26.489,-90.731,-25.856,-75.245,3
12389,0.496,-0.04,0.878,-1.831,-20.569,3.784,-2.285,-27.938,-1.467,3
12479,0.535,-0.013,0.894,-1.526,-18.86,2.075,-2.461,-30.432,-1.044,3
12486,0.466,-0.882,0.011,3.113,-1.16,-23.254,-90.516,-28.361,-75.635,3
12557,0.499,-0.866,0.002,5.188,2.502,-21.423,-90.088,-30.575,-76.223,3
12584,0.551,-0.037,0.87,0,-14.526,-1.099,-2.417,-32.514,-0.983,3
12661,0.529,-0.884,-0.017,4.272,0.854,-21.057,-89.736,-32.58,-76.987,3
12690,0.58,-0.042,0.805,-0.305,-19.409,1.343,-2.51,-34.492,-0.764,3
12751,0.549,-0.757,0.019,4.395,0.305,-23.987,-89.291,-34.975,-77.481,3
12825,0.625,-0.045,0.825,-0.488,-18.494,2.014,-2.686,-36.793,-0.335,3
12856,0.6,-0.783,0.022,2.991,1.343,-25.574,-88.945,-37.584,-77.915,3
12888,0.655,-0.049,0.844,-0.854,-22.522,1.343,-2.84,-39.276,0.137,3
12948,0.646,-0.738,0.027,5.798,1.038,-24.902,-88.61,-40.023,-78.393,3
12990,0.674,-0.061,0.848,1.526,-27.893,-2.258,-2.944,-41.704,0.533,3
13051,0.709,-0.781,0.008,1.343,0.183,-22.095,-88.253,-42.182,-79.107,3
13079,0.729,-0.028,0.717,1.587,-22.888,1.099,-3.164,-43.627,1.005,3
13158,0.662,-0.693,0.037,2.258,2.625,-21.057,-87.643,-44.566,-79.634,3
13262,0.758,-0.707,0.012,2.258,1.587,-24.902,-87.297,-46.725,-80.327,3
13276,0.717,-0.05,0.746,-0.977,-12.756,-0.427,-3.12,-46.022,1.17,3
13288,0.764,-0.058,0.717,1.099,-25.635,-0.427,-3.307,-48.356,1.736,3
13398,0.797,-0.039,0.639,0,-29.663,0,-3.702,-50.79,2.455,3
13474,0.797,-0.633,0.033,2.197,-0.305,-26.855,-86.364,-51.883,-81.288,3
13500,0.846,-0.044,0.624,0.061,-23.132,1.892,-4.021,-53.322,3.093,3
13546,0.803,-0.614,0.044,2.808,-0.305,-22.766,-85.963,-54.426,-81.7,3
13604,0.841,-0.032,0.643,-0.427,-18.799,0.977,-4.389,-55.701,3.686,3
13651,0.87,-0.587,0.035,0.793,0.366,-22.339,-85.573,-56.591,-82.079,3
13695,0.87,-0.047,0.547,-0.061,-26.733,-1.831,-4.68,-57.788,4.257,3
13741,0.84,-0.533,0.039,1.587,0,-22.339,-84.886,-58.881,-82.892,3
13817,0.899,-0.05,0.483,-1.892,-18.738,2.258,-5.24,-59.843,5.021,3
13847,0.851,-0.491,0.049,4.089,0.671,-23.376,-84.37,-61.216,-83.441,3
13889,0.927,-0.051,0.474,-0.61,-21.423,0,-5.554,-62.089,5.68,3
13937,0.895,-0.455,0.043,2.38,-0.305,-25.085,-83.672,-63.649,-84.276,3
14010,0.943,-0.053,0.471,0.427,-21.484,2.319,-6.416,-64.336,6.801,3
14057,0.92,-0.421,0.06,1.648,-0.183,-21.24,-83.112,-65.918,-84.683,3
14115,0.952,-0.057,0.422,-1.526,-16.052,-1.038,-6.954,-66.16,7.454,3
14132,0.897,-0.386,0.021,-1.221,-25.024,-48.34,-84.166,-68.763,-83.688,3
14204,0.946,-0.062,0.382,-2.502,-16.174,1.892,-7.619,-67.742,8.218,3
14237,0.958,-0.324,0.054,-0.427,-2.502,-24.231,-84.073,-71.01,-86.078,3
14308,0.959,-0.056,0.348,0.305,-25.208,-0.671,-8.542,-69.763,9.448,3
14357,0.952,-0.3,0.027,1.16,-1.282,-28.198,-83.282,-73.575,-88.412,3
14399,1,-0.068,0.29,1.282,-25.879,2.197,-10.058,-72.175,11.294,3
14435,0.992,-0.257,0.018,2.014,-2.075,-25.757,-82.595,-76.3,-95.323,3
14519,1.007,-0.025,0.275,-0.732,-22.766,1.892,-12.063,-74.482,13.453,3
14540,1.013,-0.212,0.038,2.502,-1.526,-22.461,-81.656,-78.646,-100.02,3
14610,0.995,-0.045,0.233,-1.465,-21.912,-1.587,-13.398,-76.426,14.985,3
14642,0.978,-0.16,0.037,-1.404,1.099,-22.217,-77.975,-81.337,-110.336,3
14744,1.003,-0.074,0.171,-3.174,-19.775,0,-15.705,-78.437,17.111,3
14804,1.025,-0.061,0.163,0.671,-21.118,1.892,-19.858,-80.541,21.418,3
14836,1.002,-0.075,0.034,2.197,-3.174,-26.733,-64.753,-86.012,-136.489,3
14914,1.013,-0.074,0.204,-10.498,-8.484,-2.625,-19.308,-80.524,20.27,3
14942,1.004,-0.002,0.039,0,-0.977,2.808,-33.278,-87.951,-174.056,3
0,1.006,0.028,0.206,3.296,-8.85,0.549,7.273,-77.547,-10.624,3
12,1.021,-0.059,0.069,0.854,0.244,-5.31,-42.253,-85.666,-66.66,3
53,1.015,0.037,0.249,2.014,-2.319,-0.244,7.927,-78.14,-10.876,3
116,1.004,-0.065,0.073,-1.343,0.122,0.549,-40.54,-85.671,-63.265,3
204,1.011,0.028,0.221,0.366,1.648,-0.793,8.344,-78.041,-11.069,3
223,0.996,-0.083,0.044,-4.944,-0.488,2.625,-43.209,-85.556,-55.948,3
263,1.009,0.008,0.208,0.244,2.563,-0.427,7.883,-77.761,-10.69,3
